Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List,Preparation_Steps,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability
R_1613,Thai Style Shrimp with Curry paste,Thai,"shrimp, curry paste, peanut butter, fish sauce",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,139,Hard,U_0467,"Mexican, French, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-03-20,Winter,Party,1,511,Dairy,15.41,1.5,Winter
R_0336,Japanese Style Tuna with Miso,Japanese,"tuna, miso, rice, seaweed, salmon, soy sauce, wasabi",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,58,Medium,U_0252,"Chinese, Mexican, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-03-17,Year-round,Party,1,462,Dairy,14.06,2.3,Year-round
R_1037,Mediterranean Style Lemon with Olives,Mediterranean,"lemon, olives, feta cheese, pita",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,149,Hard,U_0348,"Indian, American, Time: Long",3.8,Very delicious and easy to follow.,2025-09-05,Summer,Weeknight,6,546,Dairy,9.41,1.3,Summer
R_0037,Japanese Style Wasabi with Tuna,Japanese,"wasabi, tuna, rice, mirin, salmon, soy sauce, miso",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,38,Medium,U_0204,"Mediterranean, Italian, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-07-04,Spring,Weeknight,4,379,Seafood,16.95,9.5,Spring
R_0960,Greek Style Lamb with Feta,Greek,"lamb, feta, greek yogurt, garlic, olive oil, oregano",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,131,Hard,U_0102,"Mexican, Greek, Time: Medium",4.8,"Absolutely loved it, will make again!",2025-02-02,Winter,Weeknight,2,370,Soy,3.5,1.3,Winter
R_1177,Italian Style Tomato sauce with Pasta,Italian,"tomato sauce, pasta, oregano, basil, garlic, mozzarella, parmesan, olive oil",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,118,Hard,U_0483,"Mexican, Mediterranean, Time: Long",3.8,Very delicious and easy to follow.,2025-05-25,Spring,Festive,1,708,Seafood,23.71,4.3,Spring
R_0266,Greek Style Garlic with Cucumber,Greek,"garlic, cucumber, greek yogurt, feta, oregano, lamb",1. Chop ingredients. 2. Cook for 16 mins. 3. Serve.,16,Easy,U_0419,"French, Greek, Time: Long",4.8,"Absolutely loved it, will make again!",2025-07-08,Year-round,Breakfast,1,536,Dairy,2.93,2.2,Year-round
R_0087,Mexican Style Jalapeno with Beans,Mexican,"jalapeno, beans, avocado, corn, tomato, cilantro, lime, tortilla",1. Chop ingredients. 2. Cook for 23 mins. 3. Serve.,23,Easy,U_0486,"French, Greek, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-02-27,Year-round,Festive,1,672,Eggs,16.56,9.2,Year-round
R_1159,Japanese Style Seaweed with Tuna,Japanese,"seaweed, tuna, salmon, rice, miso, soy sauce, mirin",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,53,Medium,U_0356,"Italian, Mediterranean, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-11-18,Spring,Festive,2,747,None,13.42,9.7,Spring
R_1724,Mexican Style Jalapeno with Cheese,Mexican,"jalapeno, cheese, avocado, tortilla, lime, cilantro",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,46,Medium,U_0104,"Japanese, Italian, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-05-22,Spring,Festive,4,186,Eggs,4.1,9.0,Spring
R_0998,Indian Style Rice with Ginger,Indian,"rice, ginger, coriander, cumin, turmeric, onion, coconut milk, curry powder",1. Chop ingredients. 2. Cook for 29 mins. 3. Serve.,29,Easy,U_0053,"Mexican, Mediterranean, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-09-12,Summer,Dessert,2,596,Gluten,8.41,3.8,Summer
R_0205,American Style Cheddar with Bun,American,"cheddar, bun, potatoes, beef patty, bbq sauce, tomato, mayo, bacon",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,47,Medium,U_0465,"Mediterranean, Chinese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-11-23,Autumn,Healthy,2,283,Nuts,6.56,6.7,Autumn
R_1217,Mexican Style Lime with Cheese,Mexican,"lime, cheese, corn, tomato, beans",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,31,Medium,U_0420,"Mexican, Italian, Time: Short",4.8,"Absolutely loved it, will make again!",2025-01-26,Winter,Breakfast,1,753,None,13.74,4.8,Winter
R_1167,Japanese Style Rice with Tuna,Japanese,"rice, tuna, salmon, miso, soy sauce",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,33,Medium,U_0029,"Italian, American, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-06-23,Spring,Dessert,1,624,Eggs,3.94,5.1,Spring
R_1744,American Style Beef patty with Tomato,American,"beef patty, tomato, bacon, bun",1. Chop ingredients. 2. Cook for 20 mins. 3. Serve.,20,Easy,U_0145,"Mexican, Italian, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-07-06,Summer,Healthy,2,657,Nuts,22.18,1.5,Summer
R_1662,Italian Style Mozzarella with Parmesan,Italian,"mozzarella, parmesan, garlic, pasta, oregano, basil, olive oil, tomato sauce",1. Chop ingredients. 2. Cook for 22 mins. 3. Serve.,22,Easy,U_0173,"Greek, Mexican, Time: Short",3.8,Very delicious and easy to follow.,2025-10-12,Winter,Dessert,4,730,Eggs,12.58,9.9,Winter
R_1613,Thai Style Shrimp with Curry paste,Thai,"shrimp, curry paste, peanut butter, fish sauce",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,139,Hard,U_0124,"Greek, Indian, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-05-29,Winter,Party,1,511,Dairy,15.41,1.5,Winter
R_1559,Mexican Style Avocado with Beans,Mexican,"avocado, beans, tortilla, cilantro, tomato, lime",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,148,Hard,U_0181,"Mediterranean, French, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-07-02,Autumn,Party,6,252,Eggs,4.21,4.0,Autumn
R_0094,Japanese Style Tuna with Wasabi,Japanese,"tuna, wasabi, soy sauce, rice",1. Chop ingredients. 2. Cook for 26 mins. 3. Serve.,26,Easy,U_0319,"French, Mexican, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-06-22,Autumn,Dessert,4,466,Gluten,6.15,2.7,Autumn
R_0735,Mediterranean Style Tahini with Chickpeas,Mediterranean,"tahini, chickpeas, lemon, cucumber",1. Chop ingredients. 2. Cook for 18 mins. 3. Serve.,18,Easy,U_0455,"Japanese, French, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-07-06,Summer,Weeknight,2,508,Dairy,11.92,9.4,Summer
R_0276,Mexican Style Avocado with Jalapeno,Mexican,"avocado, jalapeno, tomato, cheese, beans, cilantro",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,36,Medium,U_0473,"French, Mediterranean, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-08-11,Summer,Weeknight,2,376,Dairy,16.19,2.6,Summer
R_1123,Greek Style  tomato with Oregano,Greek," tomato, oregano, cucumber, garlic, greek yogurt, olive oil, feta",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,46,Medium,U_0411,"American, Chinese, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-04-06,Summer,Healthy,4,686,Soy,2.02,6.6,Summer
R_0661,American Style Cheddar with Bun,American,"cheddar, bun, bbq sauce, lettuce, potatoes",1. Chop ingredients. 2. Cook for 22 mins. 3. Serve.,22,Easy,U_0491,"Greek, Chinese, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-03-04,Autumn,Party,1,165,Seafood,5.28,8.8,Autumn
R_1124,Chinese Style Noodles with Tofu,Chinese,"noodles, tofu, sesame oil, garlic, chicken, ginger",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,31,Medium,U_0218,"Indian, Japanese, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-10-13,Spring,Festive,6,732,Soy,2.88,3.5,Spring
R_1878,Greek Style Garlic with  tomato,Greek,"garlic,  tomato, cucumber, feta, greek yogurt, olive oil, lamb, oregano",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,56,Medium,U_0490,"Mexican, Thai, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-12-06,Autumn,Party,6,480,Soy,22.64,6.7,Autumn
R_1487,Greek Style  tomato with Feta,Greek," tomato, feta, oregano, cucumber, lamb, olive oil, garlic, greek yogurt",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,40,Medium,U_0110,"Greek, Thai, Time: Medium",4.8,"Absolutely loved it, will make again!",2025-04-15,Autumn,Breakfast,1,642,Eggs,12.58,2.4,Autumn
R_1884,Japanese Style Salmon with Tuna,Japanese,"salmon, tuna, wasabi, mirin, miso",1. Chop ingredients. 2. Cook for 24 mins. 3. Serve.,24,Easy,U_0191,"Mexican, Greek, Time: Short",3.8,Very delicious and easy to follow.,2025-12-03,Autumn,Breakfast,6,256,Dairy,23.36,4.8,Autumn
R_0065,French Style Cheese with Shallots,French,"cheese, shallots, wine, butter, baguette, beef",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,57,Medium,U_0248,"Mediterranean, Chinese, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-12-25,Autumn,Weeknight,4,738,Soy,8.81,9.8,Autumn
R_0360,Indian Style Coriander with Turmeric,Indian,"coriander, turmeric, onion, garlic, ginger, cumin, rice, coconut milk",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,96,Hard,U_0497,"Mexican, Indian, Time: Medium",4.8,"Absolutely loved it, will make again!",2025-08-01,Spring,Dessert,4,480,Nuts,10.48,8.6,Spring
R_1321,Italian Style Pasta with Olive oil,Italian,"pasta, olive oil, oregano, mozzarella, tomato sauce, parmesan",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,36,Medium,U_0213,"Italian, Chinese, Time: Short",4.8,"Absolutely loved it, will make again!",2025-09-18,Autumn,Dessert,2,315,Eggs,20.75,4.5,Autumn
R_0516,American Style Bbq sauce with Lettuce,American,"bbq sauce, lettuce, tomato, beef patty",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,47,Medium,U_0028,"Chinese, American, Time: Any",4.8,"Absolutely loved it, will make again!",2025-10-14,Autumn,Party,2,175,Seafood,15.16,6.8,Autumn
R_0345,Indian Style Garlic with Ginger,Indian,"garlic, ginger, curry powder, cumin, turmeric, rice",1. Chop ingredients. 2. Cook for 21 mins. 3. Serve.,21,Easy,U_0421,"Mediterranean, American, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-11-10,Spring,Party,4,546,Seafood,22.48,9.5,Spring
R_0148,Mediterranean Style Lemon with Chickpeas,Mediterranean,"lemon, chickpeas, olive oil, pita, olives, cucumber, feta cheese, tahini",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,32,Medium,U_0183,"Indian, Greek, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-01-04,Autumn,Weeknight,6,363,Dairy,22.0,2.9,Autumn
R_1928,Japanese Style Wasabi with Miso,Japanese,"wasabi, miso, rice, tuna, soy sauce, mirin",1. Chop ingredients. 2. Cook for 10 mins. 3. Serve.,10,Easy,U_0155,"Indian, Greek, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-10-25,Spring,Breakfast,6,372,Eggs,21.41,4.5,Spring
R_0781,Mexican Style Beans with Tortilla,Mexican,"beans, tortilla, avocado, jalapeno, lime, tomato, cilantro",1. Chop ingredients. 2. Cook for 16 mins. 3. Serve.,16,Easy,U_0047,"Mediterranean, Japanese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-01-16,Winter,Breakfast,6,558,None,2.21,7.5,Winter
R_1879,Thai Style Coconut milk with  lemongrass,Thai,"coconut milk,  lemongrass, curry paste, shrimp, noodles, fish sauce, peanut butter",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,139,Hard,U_0258,"Italian, Mediterranean, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-08-02,Spring,Healthy,6,310,Dairy,11.86,6.9,Spring
R_1196,Greek Style Lamb with Garlic,Greek,"lamb, garlic, oregano,  tomato, cucumber",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,55,Medium,U_0389,"American, Mexican, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-01-27,Autumn,Healthy,1,450,Nuts,23.17,8.8,Autumn
R_1775,Indian Style Turmeric with Coconut milk,Indian,"turmeric, coconut milk, rice, ginger",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,38,Medium,U_0151,"American, Mexican, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-04-13,Winter,Dessert,4,688,Seafood,4.73,2.4,Winter
R_0003,Japanese Style Seaweed with Soy sauce,Japanese,"seaweed, soy sauce, tuna, wasabi, salmon, rice, miso",1. Chop ingredients. 2. Cook for 12 mins. 3. Serve.,12,Easy,U_0041,"Chinese, American, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-08-31,Year-round,Breakfast,1,537,Dairy,3.81,6.2,Year-round
R_0072,Chinese Style Broccoli with Tofu,Chinese,"broccoli, tofu, noodles, garlic, ginger, soy sauce",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,33,Medium,U_0046,"Mediterranean, Chinese, Time: Short",4.8,"Absolutely loved it, will make again!",2025-07-09,Year-round,Weeknight,1,615,Gluten,4.11,1.5,Year-round
R_1735,Greek Style Oregano with  tomato,Greek,"oregano,  tomato, greek yogurt, lamb",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,120,Hard,U_0467,"Mexican, French, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-06-18,Winter,Dessert,6,508,Nuts,19.75,3.7,Winter
R_0280,Greek Style Olive oil with  tomato,Greek,"olive oil,  tomato, greek yogurt, feta, lamb",1. Chop ingredients. 2. Cook for 18 mins. 3. Serve.,18,Easy,U_0349,"Italian, Chinese, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-08-30,Year-round,Party,1,669,Seafood,16.53,4.6,Year-round
R_1712,Japanese Style Soy sauce with Wasabi,Japanese,"soy sauce, wasabi, mirin, miso, salmon, tuna, seaweed, rice",1. Chop ingredients. 2. Cook for 23 mins. 3. Serve.,23,Easy,U_0287,"Chinese, French, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-06-14,Summer,Dessert,2,205,Seafood,21.93,8.9,Summer
R_1612,Italian Style Parmesan with Basil,Italian,"parmesan, basil, mozzarella, tomato sauce, garlic, pasta",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,130,Hard,U_0393,"Italian, Mediterranean, Time: Medium",4.8,"Absolutely loved it, will make again!",2025-03-23,Summer,Party,6,580,Dairy,13.42,5.7,Summer
R_0880,Italian Style Mozzarella with Basil,Italian,"mozzarella, basil, pasta, oregano",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,102,Hard,U_0048,"Greek, French, Time: Long",3.8,Very delicious and easy to follow.,2025-11-17,Autumn,Festive,4,517,Dairy,20.82,3.5,Autumn
R_0700,Mexican Style Tortilla with Cilantro,Mexican,"tortilla, cilantro, beans, corn, lime",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,74,Hard,U_0368,"Greek, Mexican, Time: Long",5.0,"Absolutely loved it, will make again!",2025-10-24,Spring,Party,6,693,Dairy,12.41,1.8,Spring
R_0193,Chinese Style Sesame oil with Soy sauce,Chinese,"sesame oil, soy sauce, garlic, scallions",1. Chop ingredients. 2. Cook for 17 mins. 3. Serve.,17,Easy,U_0234,"American, Mediterranean, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-10-26,Summer,Weeknight,1,466,Soy,17.32,1.1,Summer
R_0553,American Style Potatoes with Beef patty,American,"potatoes, beef patty, bacon, bun, lettuce, tomato, cheddar",1. Chop ingredients. 2. Cook for 24 mins. 3. Serve.,24,Easy,U_0119,"Thai, American, Time: Medium",4.8,"Absolutely loved it, will make again!",2025-04-25,Autumn,Breakfast,1,661,Seafood,20.64,3.0,Autumn
R_0812,French Style Cream with Shallots,French,"cream, shallots, wine, cheese, butter, baguette",1. Chop ingredients. 2. Cook for 27 mins. 3. Serve.,27,Easy,U_0201,"Japanese, Italian, Time: Short",3.8,Very delicious and easy to follow.,2025-10-12,Spring,Breakfast,4,454,Eggs,16.63,7.6,Spring
R_1199,Indian Style Garlic with Ginger,Indian,"garlic, ginger, rice, coconut milk, onion, turmeric, cumin",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,83,Hard,U_0197,"Italian, Japanese, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-01-24,Winter,Festive,4,384,None,23.28,8.7,Winter
R_1233,Japanese Style Soy sauce with Seaweed,Japanese,"soy sauce, seaweed, rice, salmon",1. Chop ingredients. 2. Cook for 24 mins. 3. Serve.,24,Easy,U_0399,"Japanese, American, Time: Any",4.8,"Absolutely loved it, will make again!",2025-11-12,Autumn,Healthy,6,222,Eggs,20.62,1.1,Autumn
R_0164,French Style Wine with Shallots,French,"wine, shallots, cream, cheese, beef, baguette",1. Chop ingredients. 2. Cook for 22 mins. 3. Serve.,22,Easy,U_0350,"Mexican, Mediterranean, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-05-05,Summer,Dessert,2,457,Soy,9.38,3.8,Summer
R_0292,Thai Style Noodles with Fish sauce,Thai,"noodles, fish sauce, shrimp,  lemongrass, coconut milk",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,38,Medium,U_0446,"Mediterranean, American, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-02-05,Autumn,Dessert,1,534,Soy,17.05,4.3,Autumn
R_0954,Greek Style Greek yogurt with  tomato,Greek,"greek yogurt,  tomato, olive oil, feta, oregano",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,40,Medium,U_0343,"Japanese, Greek, Time: Short",4.8,"Absolutely loved it, will make again!",2025-12-15,Year-round,Dessert,6,179,Soy,12.25,2.8,Year-round
R_0438,Thai Style Shrimp with Noodles,Thai,"shrimp, noodles,  lemongrass, peanut butter, coconut milk",1. Chop ingredients. 2. Cook for 30 mins. 3. Serve.,30,Easy,U_0216,"French, Mexican, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-01-19,Autumn,Breakfast,4,473,Soy,21.02,7.2,Autumn
R_0507,French Style Herb de provence with Shallots,French,"herb de provence, shallots, cream, baguette, butter, cheese, wine, beef",1. Chop ingredients. 2. Cook for 12 mins. 3. Serve.,12,Easy,U_0269,"Indian, Japanese, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-10-22,Spring,Breakfast,4,582,None,24.7,3.3,Spring
R_0155,Mediterranean Style Cucumber with Feta cheese,Mediterranean,"cucumber, feta cheese, chickpeas, olives, pita",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,91,Hard,U_0490,"Mexican, Thai, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-09-23,Spring,Healthy,6,538,Nuts,10.67,1.1,Spring
R_0339,Chinese Style Garlic with Broccoli,Chinese,"garlic, broccoli, soy sauce, noodles, ginger, chicken, sesame oil, tofu",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,42,Medium,U_0260,"Mexican, Mediterranean, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-10-07,Summer,Breakfast,1,573,Dairy,11.74,4.1,Summer
R_0840,Thai Style Coconut milk with  lemongrass,Thai,"coconut milk,  lemongrass, peanut butter, shrimp, fish sauce, curry paste",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,60,Medium,U_0180,"Greek, Chinese, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-11-27,Winter,Weeknight,6,264,Gluten,24.48,3.9,Winter
R_1017,American Style Bacon with Tomato,American,"bacon, tomato, bun, lettuce, potatoes",1. Chop ingredients. 2. Cook for 19 mins. 3. Serve.,19,Easy,U_0348,"Indian, American, Time: Long",4.8,"Absolutely loved it, will make again!",2025-01-13,Spring,Festive,6,234,None,4.32,5.9,Spring
R_0850,Chinese Style Scallions with Noodles,Chinese,"scallions, noodles, soy sauce, chicken, garlic, broccoli",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,150,Hard,U_0046,"Mediterranean, Chinese, Time: Short",4.8,"Absolutely loved it, will make again!",2025-01-18,Year-round,Weeknight,6,648,Seafood,20.36,9.2,Year-round
R_1468,Japanese Style Tuna with Salmon,Japanese,"tuna, salmon, wasabi, mirin, rice",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,76,Hard,U_0189,"American, Thai, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-07-10,Year-round,Dessert,6,180,Eggs,20.34,6.3,Year-round
R_1830,Italian Style Olive oil with Oregano,Italian,"olive oil, oregano, tomato sauce, mozzarella",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,48,Medium,U_0405,"Japanese, Thai, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-10-10,Summer,Party,6,234,Seafood,3.86,3.3,Summer
